Probability,Gene Name,Gene ID,Positive Gold Standard,Negative Gold Standard
0.41947945952415466,steap2,261729,0,0
0.44196817278862,tiprl,261726,0,0
0.41833043098449707,or2w6p,81406,0,0
0.5259195566177368,rfpl1,5988,0,0
0.41902005672454834,rfx1,5989,0,0
0.41890767216682434,rfc2,5982,0,0
0.42152082920074463,rfc3,5983,0,0
0.4207874834537506,rev3l,5980,0,0
0.5695767402648926,rfc1,5981,0,0
0.458957701921463,rfng,5986,0,0
0.41733813285827637,trim27,5987,0,0
0.41823551058769226,rfc4,5984,0,0
0.4173392355442047,rfc5,5985,0,0
0.41833043098449707,rpl18p4,392979,0,0
0.4258153438568115,apoc1,341,0,0
0.4259781837463379,uck1,83549,0,0
0.41893672943115234,ccl11,6356,0,0
0.41737261414527893,znf837,116412,0,0
0.41833043098449707,rps2p28,100132673,0,0
0.41833043098449707,ervk-5,60358,0,0
0.42332831025123596,mfsd5,84975,0,0
0.41833043098449707,linc01623,401242,0,0
0.4171614348888397,nuf2,83540,0,0
0.4222484529018402,samd3,154075,0,0
0.41916748881340027,cyp4x1,260293,0,0
0.4265066385269165,nsun5p2,260294,0,0
0.4431608021259308,ampd1,270,0,0
0.4170630872249603,spata31e1,286234,0,0
0.42139390110969543,ampd3,272,0,0
0.43047595024108887,amph,273,0,0
0.42472216486930847,bin1,274,0,0
0.5,amt,275,1,0
0.41759824752807617,amy1a,276,0,0
0.41666707396507263,amy1b,277,0,0
0.42055022716522217,amy1c,278,0,0
0.41784051060676575,amy2a,279,0,0
0.4203284978866577,ccl15,6359,0,0
0.41833043098449707,649201,649201,0,0
0.41833043098449707,linc02843,286238,0,0
0.4240090548992157,khdc1,80759,0,0
0.42532193660736084,prr7,80758,0,0
0.4182029664516449,aarsd1,80755,0,0
0.4253412187099457,tmem121,80757,0,0
0.41833043098449707,100133257,100133257,0,0
0.41833043098449707,prr23d2,100133251,0,0
0.4295055866241455,plac8l1,153770,0,0
0.45257046818733215,dhfr2,200895,0,0
0.4319227635860443,arl13b,200894,0,0
0.4184958040714264,slc22a23,63027,0,0
0.4176851809024811,mfhas1,9258,0,0
0.4172700345516205,tspoap1,9256,0,0
0.42288026213645935,cacna2d2,9254,0,0
0.4446165859699249,aimp1,9255,0,0
0.41943463683128357,rps6ka5,9252,0,0
0.4683474600315094,numbl,9253,0,0
0.43377330899238586,mapkapk3,7867,0,0
0.4273405075073242,ifrd2,7866,0,0
0.458439439535141,atg4d,84971,0,0
0.45266154408454895,brpf1,7862,0,0
0.4323157072067261,snhg7,84973,0,0
0.4785357415676117,sema3b,7869,0,0
0.4794396460056305,or6c2,341416,0,0
0.46134042739868164,acad11,84129,0,0
0.41667699813842773,c1orf94,84970,0,0
0.4166666567325592,agxt2,64902,0,0
0.42204275727272034,ranbp17,64901,0,0
0.5,umod,7369,0,1
0.42887306213378906,cdyl2,124359,0,0
0.41833043098449707,cdy2b,203611,0,0
0.41717252135276794,spon2,10417,0,0
0.41833043098449707,snai1p1,10415,0,0
0.41685476899147034,c4orf46,201725,0,0
0.4315599501132965,yap1,10413,0,0
0.41714760661125183,nsa2,10412,0,0
0.43425509333610535,rapgef3,10411,0,0
0.43822750449180603,ifitm3,10410,0,0
0.41791555285453796,midn,90007,0,0
0.42002734541893005,prmt5,10419,0,0
0.44968000054359436,spon1,10418,0,0
0.4326627254486084,gtf3c5,9328,0,0
0.45449209213256836,gtf3c4,9329,0,0
0.42387792468070984,trip10,9322,0,0
0.4664313793182373,trip12,9320,0,0
0.43737030029296875,ccdc184,387856,0,0
0.42728862166404724,znhit3,9326,0,0
0.42863842844963074,hmgn3,9324,0,0
0.4175666570663452,trip4,9325,0,0
0.4746593236923218,cdk5r2,8941,0,0
0.42072007060050964,top3b,8940,0,0
0.49574458599090576,ap3d1,8943,0,0
0.4188574254512787,kynu,8942,0,0
0.4712716042995453,btrc,8945,0,0
0.41896936297416687,snord73a,8944,0,0
0.5348873734474182,fam120c,54954,0,0
0.41795769333839417,c1orf109,54955,0,0
0.4166666567325592,fam71f1,84691,0,0
0.41894403100013733,tmem160,54958,0,0
0.4287831783294678,odam,54959,0,0
0.42916634678840637,rbpj,3516,0,0
0.41860875487327576,abhd1,84696,0,0
0.4197009801864624,tp53i13,90313,0,0
0.41833043098449707,tgif2lx,90316,0,0
0.4174633324146271,znf616,90317,0,0
0.41873037815093994,chordc1,26973,0,0
0.41667166352272034,znf285,26974,0,0
0.43700578808784485,pabpc1p3,26978,0,0
0.41833043098449707,152048,152048,0,0
0.4182257652282715,med8,112950,0,0
0.5,elane,1991,0,1
0.41690412163734436,lrrc57,255252,0,0
0.4748739004135132,elavl2,1993,0,0
0.42653778195381165,serpinb1,1992,0,0
0.4171977937221527,elavl3,1995,0,0
0.42062997817993164,elavl1,1994,0,0
0.54193115234375,elf1,1997,0,0
0.4207480847835541,elavl4,1996,0,0
0.41779613494873047,elf3,1999,0,0
0.4218437969684601,elf2,1998,0,0
0.4167931377887726,ptf1a,256297,0,0
0.41833043098449707,100134091,100134091,0,0
0.4180352985858917,znf169,169841,0,0
0.4239647686481476,cyp1b1-as1,285154,0,0
0.4168729782104492,mlnr,2862,0,0
0.42617034912109375,gpr39,2863,0,0
0.41855981945991516,ffar1,2864,0,0
0.43115392327308655,285150,285150,0,0
0.42255258560180664,gpr42,2866,0,0
0.41673970222473145,ffar2,2867,0,0
0.4166800081729889,grk4,2868,0,0
0.4539647400379181,grk5,2869,0,0
0.4174012243747711,ppic,5480,0,0
0.4167843759059906,syce2,256126,0,0
0.41833043098449707,trbv27,28560,0,0
0.41833043098449707,trbv25-1,28562,0,0
0.41885754466056824,trbv24-1,28563,0,0
0.41833043098449707,645937,645937,0,0
0.4180353581905365,dtx3l,151636,0,0
0.4184229373931885,trbv19,28568,0,0
0.4207551181316376,vkorc1,79001,0,0
0.4178076684474945,aunip,79000,0,0
0.4189099371433258,mis12,79003,0,0
0.42116737365722656,trir,79002,0,0
0.41787466406822205,scnm1,79005,0,0
0.43067577481269836,cuedc2,79004,0,0
0.44815006852149963,dbndd1,79007,0,0
0.42404651641845703,metrn,79006,0,0
0.46678557991981506,ddx50,79009,0,0
0.4184887707233429,pafah1b3,5050,0,0
0.4556938707828522,gpr146,115330,0,0
0.41669169068336487,tmod4,29765,0,0
0.41833043098449707,751602,751602,0,0
0.4518190920352936,tmod2,29767,0,0
0.42452189326286316,tmod3,29766,0,0
0.4361514747142792,usp25,29761,0,0
0.5,blnk,29760,0,1
0.4349870979785919,pacsin3,29763,0,0
0.41721048951148987,ap3s1,1176,0,0
0.4274923503398895,ap2s1,1175,0,0
0.417122483253479,ap1s1,1174,0,0
0.5164436101913452,ap2m1,1173,0,0
0.4231019914150238,pofut1,23509,0,0
0.4397614896297455,ttc9,23508,0,0
0.47217801213264465,lrrc8b,23507,0,0
0.4957760274410248,bicral,23506,0,0
0.4185680150985718,tmem131,23505,0,0
0.4655502736568451,rimbp2,23504,0,0
0.5,zfyve26,23503,1,0
0.41833043098449707,100131914,100131914,0,0
0.41674068570137024,clca1,1179,0,0
0.44068774580955505,daam2,23500,0,0
0.4208418130874634,znf436-as1,148898,0,0
0.41833043098449707,rbmy2bp,375850,0,0
0.2514195740222931,slc30a8,169026,0,1
0.44807133078575134,frmd5,84978,0,0
0.42306795716285706,nyap1,222950,0,0
0.42617782950401306,znf845,91664,0,0
0.41901078820228577,myadm,91663,0,0
0.4178089201450348,nlrp12,91662,0,0
0.42075809836387634,znf765,91661,0,0
0.4171353280544281,mir1257,100302168,0,0
0.4209393560886383,notch2nla,388677,0,0
0.45376166701316833,ostm1-as1,100287366,0,0
0.41833043098449707,100287367,100287367,0,0
0.41666707396507263,usp17l18,100287364,0,0
0.4172879755496979,prss46p,100287362,0,0
0.41822266578674316,hmgn2p46,283651,0,0
0.4192506968975067,slc24a5,283652,0,0
0.4185872972011566,nat8b,51471,0,0
0.4195388853549957,lgr5,8549,0,0
0.420163631439209,blzf1,8548,0,0
0.41741323471069336,lima1,51474,0,0
0.4168844223022461,cabp2,51475,0,0
0.4359980523586273,cggbp1,8545,0,0
0.44719183444976807,pir,8544,0,0
0.41666746139526367,fcn3,8547,0,0
